"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","2000-2059","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",0,0
"2","2000-2059","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",38,38
"3","2000-2059","American Airlines Inc.","Albany, NY: Albany International",0,0
"4","2000-2059","Southwest Airlines Co.","Albany, NY: Albany International",376,11.3939393939394
"5","2000-2059","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",400,44.4444444444444
"6","2000-2059","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"7","2000-2059","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",198,24.75
"8","2000-2059","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",15912,21.8271604938272
"9","2000-2059","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",629,4.76515151515152
"10","2000-2059","American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",6293,50.344
"11","2000-2059","United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",3769,18.2961165048544
"12","2000-2059","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",1175,11.9897959183673
"13","2000-2059","Delta Air Lines Inc.","Asheville, NC: Asheville Regional",0,0
"14","2000-2059","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",1465,28.1730769230769
"15","2000-2059","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",1262,14.1797752808989
"16","2000-2059","Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",0,0
"17","2000-2059","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",1566,8.32978723404255
"18","2000-2059","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",112703,12.6476265290091
"19","2000-2059","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",33849,17.9761019649495
"20","2000-2059","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",4667,15.5049833887043
"21","2000-2059","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",77172,23.3359540368914
"22","2000-2059","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",12367,24.3444881889764
"23","2000-2059","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",7489,25.3864406779661
"24","2000-2059","Spirit Air Lines","Atlantic City, NJ: Atlantic City International",1219,22.1636363636364
"25","2000-2059","Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",7,7
"26","2000-2059","American Airlines Inc.","Austin, TX: Austin - Bergstrom International",1835,8.34090909090909
"27","2000-2059","Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International",2542,18.0283687943262
"28","2000-2059","JetBlue Airways","Austin, TX: Austin - Bergstrom International",1264,19.75
"29","2000-2059","SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International",16,2.66666666666667
"30","2000-2059","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International",17147,15.503616636528
"31","2000-2059","United Air Lines Inc.","Austin, TX: Austin - Bergstrom International",39,7.8
"32","2000-2059","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1873,28.8153846153846
"33","2000-2059","Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1424,14.9894736842105
"34","2000-2059","ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",371,9.76315789473684
"35","2000-2059","JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2157,19.6090909090909
"36","2000-2059","SkyWest Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",228,8.14285714285714
"37","2000-2059","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",83312,15.1338782924614
"38","2000-2059","Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4180,19.9047619047619
"39","2000-2059","United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",17,8.5
"40","2000-2059","Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial",1082,5.30392156862745
"41","2000-2059","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",858,858
"42","2000-2059","SkyWest Airlines Inc.","Bend/Redmond, OR: Roberts Field",3555,29.625
"43","2000-2059","Delta Air Lines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",0,0
"44","2000-2059","ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",19,4.75
"45","2000-2059","Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International",2397,38.6612903225806
"46","2000-2059","SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal",1217,18.7230769230769
"47","2000-2059","American Airlines Inc.","Boise, ID: Boise Air Terminal",1,0.0666666666666667
"48","2000-2059","SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal",532,44.3333333333333
"49","2000-2059","Southwest Airlines Co.","Boise, ID: Boise Air Terminal",3448,21.1533742331288
"50","2000-2059","American Airlines Inc.","Boston, MA: Logan International",8756,15.2278260869565
"51","2000-2059","Delta Air Lines Inc.","Boston, MA: Logan International",2125,27.2435897435897
"52","2000-2059","ExpressJet Airlines Inc.","Boston, MA: Logan International",2129,33.7936507936508
"53","2000-2059","JetBlue Airways","Boston, MA: Logan International",71105,24.4263139814497
"54","2000-2059","SkyWest Airlines Inc.","Boston, MA: Logan International",0,0
"55","2000-2059","Southwest Airlines Co.","Boston, MA: Logan International",6252,27.3013100436681
"56","2000-2059","Spirit Air Lines","Boston, MA: Logan International",12018,33.1988950276243
"57","2000-2059","United Air Lines Inc.","Boston, MA: Logan International",7194,22.0674846625767
"58","2000-2059","Frontier Airlines Inc.","Bozeman, MT: Bozeman Yellowstone International",1990,21.8681318681319
"59","2000-2059","American Airlines Inc.","Buffalo, NY: Buffalo Niagara International",6,6
"60","2000-2059","ExpressJet Airlines Inc.","Buffalo, NY: Buffalo Niagara International",5255,35.9931506849315
"61","2000-2059","JetBlue Airways","Buffalo, NY: Buffalo Niagara International",6630,27.396694214876
"62","2000-2059","SkyWest Airlines Inc.","Buffalo, NY: Buffalo Niagara International",1087,15.5285714285714
"63","2000-2059","Southwest Airlines Co.","Buffalo, NY: Buffalo Niagara International",2201,18.8119658119658
"64","2000-2059","United Air Lines Inc.","Buffalo, NY: Buffalo Niagara International",0,0
"65","2000-2059","SkyWest Airlines Inc.","Burbank, CA: Bob Hope",8943,14.5889070146819
"66","2000-2059","Southwest Airlines Co.","Burbank, CA: Bob Hope",21588,16.7089783281734
"67","2000-2059","ExpressJet Airlines Inc.","Burlington, VT: Burlington International",18,6
"68","2000-2059","SkyWest Airlines Inc.","Casper, WY: Casper/Natrona County International",115,12.7777777777778
"69","2000-2059","SkyWest Airlines Inc.","Cedar City, UT: Cedar City Regional",121,7.5625
"70","2000-2059","Frontier Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa",515,42.9166666666667
"71","2000-2059","SkyWest Airlines Inc.","Cedar Rapids/Iowa City, IA: The Eastern Iowa",441,17.64
"72","2000-2059","American Airlines Inc.","Charleston, SC: Charleston AFB/International",198,39.6
"73","2000-2059","Delta Air Lines Inc.","Charleston, SC: Charleston AFB/International",1181,22.7115384615385
"74","2000-2059","ExpressJet Airlines Inc.","Charleston, SC: Charleston AFB/International",0,0
"75","2000-2059","JetBlue Airways","Charleston, SC: Charleston AFB/International",4540,33.6296296296296
"76","2000-2059","Southwest Airlines Co.","Charleston, SC: Charleston AFB/International",2217,33.5909090909091
"77","2000-2059","American Airlines Inc.","Charlotte, NC: Charlotte Douglas International",165250,18.2516015020985
"78","2000-2059","Delta Air Lines Inc.","Charlotte, NC: Charlotte Douglas International",712,19.2432432432432
"79","2000-2059","ExpressJet Airlines Inc.","Charlotte, NC: Charlotte Douglas International",3551,52.2205882352941
"80","2000-2059","Frontier Airlines Inc.","Charlotte, NC: Charlotte Douglas International",1220,21.4035087719298
"81","2000-2059","JetBlue Airways","Charlotte, NC: Charlotte Douglas International",1520,18.5365853658537
"82","2000-2059","SkyWest Airlines Inc.","Charlotte, NC: Charlotte Douglas International",114,9.5
"83","2000-2059","Southwest Airlines Co.","Charlotte, NC: Charlotte Douglas International",2882,29.1111111111111
"84","2000-2059","United Air Lines Inc.","Charlotte, NC: Charlotte Douglas International",393,30.2307692307692
"85","2000-2059","ExpressJet Airlines Inc.","Chattanooga, TN: Lovell Field",2006,27.1081081081081
"86","2000-2059","Southwest Airlines Co.","Chicago, IL: Chicago Midway International",77782,17.6616712079927
"87","2000-2059","American Airlines Inc.","Chicago, IL: Chicago O'Hare International",123375,25.2455494168201
"88","2000-2059","Delta Air Lines Inc.","Chicago, IL: Chicago O'Hare International",846,94
"89","2000-2059","ExpressJet Airlines Inc.","Chicago, IL: Chicago O'Hare International",34060,12.809326814592
"90","2000-2059","Frontier Airlines Inc.","Chicago, IL: Chicago O'Hare International",14632,32.3002207505519
"91","2000-2059","JetBlue Airways","Chicago, IL: Chicago O'Hare International",7743,44.2457142857143
"92","2000-2059","SkyWest Airlines Inc.","Chicago, IL: Chicago O'Hare International",38610,17.4547920433996
"93","2000-2059","Spirit Air Lines","Chicago, IL: Chicago O'Hare International",14994,26.5851063829787
"94","2000-2059","United Air Lines Inc.","Chicago, IL: Chicago O'Hare International",58981,30.735278791037
"95","2000-2059","Delta Air Lines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International",2144,13.1533742331288
"96","2000-2059","ExpressJet Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International",825,17.5531914893617
"97","2000-2059","Frontier Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International",2862,14.31
"98","2000-2059","SkyWest Airlines Inc.","Cincinnati, OH: Cincinnati/Northern Kentucky International",27857,20.7115241635688
"99","2000-2059","American Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International",61,15.25
"100","2000-2059","ExpressJet Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International",2105,12.0977011494253
"101","2000-2059","Frontier Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International",1369,16.4939759036145
"102","2000-2059","SkyWest Airlines Inc.","Cleveland, OH: Cleveland-Hopkins International",94,8.54545454545454
"103","2000-2059","Southwest Airlines Co.","Cleveland, OH: Cleveland-Hopkins International",276,13.1428571428571
"104","2000-2059","Spirit Air Lines","Cleveland, OH: Cleveland-Hopkins International",1223,30.575
"105","2000-2059","United Air Lines Inc.","Cleveland, OH: Cleveland-Hopkins International",37,3.7
"106","2000-2059","ExpressJet Airlines Inc.","College Station/Bryan, TX: Easterwood Field",4,4
"107","2000-2059","American Airlines Inc.","Colorado Springs, CO: City of Colorado Springs Municipal",46,6.57142857142857
"108","2000-2059","Delta Air Lines Inc.","Columbia, SC: Columbia Metropolitan",0,0
"109","2000-2059","ExpressJet Airlines Inc.","Columbia, SC: Columbia Metropolitan",378,14
"110","2000-2059","American Airlines Inc.","Columbus, OH: Port Columbus International",10,3.33333333333333
"111","2000-2059","Delta Air Lines Inc.","Columbus, OH: Port Columbus International",779,11.8030303030303
"112","2000-2059","ExpressJet Airlines Inc.","Columbus, OH: Port Columbus International",3811,22.9578313253012
"113","2000-2059","Frontier Airlines Inc.","Columbus, OH: Port Columbus International",528,9.10344827586207
"114","2000-2059","Southwest Airlines Co.","Columbus, OH: Port Columbus International",5274,16.7428571428571
"115","2000-2059","Southwest Airlines Co.","Dallas, TX: Dallas Love Field",63922,19.0074338388344
"116","2000-2059","American Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",258523,18.7321933193247
"117","2000-2059","ExpressJet Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",66118,18.5204481792717
"118","2000-2059","Frontier Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",1666,14.1186440677966
"119","2000-2059","SkyWest Airlines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",676,23.3103448275862
"120","2000-2059","Spirit Air Lines","Dallas/Fort Worth, TX: Dallas/Fort Worth International",8710,29.5254237288136
"121","2000-2059","United Air Lines Inc.","Dallas/Fort Worth, TX: Dallas/Fort Worth International",168,7.30434782608696
"122","2000-2059","American Airlines Inc.","Dayton, OH: James M Cox/Dayton International",0,0
"123","2000-2059","ExpressJet Airlines Inc.","Dayton, OH: James M Cox/Dayton International",0,0
"124","2000-2059","SkyWest Airlines Inc.","Dayton, OH: James M Cox/Dayton International",666,8.325
"125","2000-2059","Southwest Airlines Co.","Dayton, OH: James M Cox/Dayton International",625,13.2978723404255
"126","2000-2059","American Airlines Inc.","Denver, CO: Denver International",1309,16.5696202531646
"127","2000-2059","Frontier Airlines Inc.","Denver, CO: Denver International",16622,21.0939086294416
"128","2000-2059","JetBlue Airways","Denver, CO: Denver International",0,0
"129","2000-2059","SkyWest Airlines Inc.","Denver, CO: Denver International",12324,11.1529411764706
"130","2000-2059","Southwest Airlines Co.","Denver, CO: Denver International",78538,18.597679374852
"131","2000-2059","Spirit Air Lines","Denver, CO: Denver International",12644,21.4305084745763
"132","2000-2059","United Air Lines Inc.","Denver, CO: Denver International",58901,16.9939411425274
"133","2000-2059","American Airlines Inc.","Des Moines, IA: Des Moines International",902,128.857142857143
"134","2000-2059","Frontier Airlines Inc.","Des Moines, IA: Des Moines International",1870,37.4
"135","2000-2059","SkyWest Airlines Inc.","Des Moines, IA: Des Moines International",880,16
"136","2000-2059","American Airlines Inc.","Detroit, MI: Detroit Metro Wayne County",6628,23.0138888888889
"137","2000-2059","Delta Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County",112779,14.097375
"138","2000-2059","ExpressJet Airlines Inc.","Detroit, MI: Detroit Metro Wayne County",69744,17.4185814185814
"139","2000-2059","Frontier Airlines Inc.","Detroit, MI: Detroit Metro Wayne County",198,39.6
"140","2000-2059","SkyWest Airlines Inc.","Detroit, MI: Detroit Metro Wayne County",35816,9.3906659674882
"141","2000-2059","Southwest Airlines Co.","Detroit, MI: Detroit Metro Wayne County",7748,18.2735849056604
"142","2000-2059","Spirit Air Lines","Detroit, MI: Detroit Metro Wayne County",15999,31.3705882352941
"143","2000-2059","United Air Lines Inc.","Detroit, MI: Detroit Metro Wayne County",0,0
"144","2000-2059","SkyWest Airlines Inc.","Duluth, MN: Duluth International",0,NA
"145","2000-2059","SkyWest Airlines Inc.","Durango, CO: Durango La Plata County",3,3
"146","2000-2059","American Airlines Inc.","El Paso, TX: El Paso International",87,17.4
"147","2000-2059","Southwest Airlines Co.","El Paso, TX: El Paso International",3567,13.9882352941176
"148","2000-2059","SkyWest Airlines Inc.","Eugene, OR: Mahlon Sweet Field",2013,27.9583333333333
"149","2000-2059","United Air Lines Inc.","Eugene, OR: Mahlon Sweet Field",0,0
"150","2000-2059","United Air Lines Inc.","Fairbanks, AK: Fairbanks International",1967,28.9264705882353
"151","2000-2059","SkyWest Airlines Inc.","Fargo, ND: Hector International",227,17.4615384615385
"152","2000-2059","American Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional",241,120.5
"153","2000-2059","ExpressJet Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional",13,13
"154","2000-2059","SkyWest Airlines Inc.","Fayetteville, AR: Northwest Arkansas Regional",1,0.5
"155","2000-2059","Southwest Airlines Co.","Flint, MI: Bishop International",1241,23.4150943396226
"156","2000-2059","American Airlines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1029,13.0253164556962
"157","2000-2059","Delta Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2764,14.9405405405405
"158","2000-2059","JetBlue Airways","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",73393,32.7063279857397
"159","2000-2059","Southwest Airlines Co.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",16203,19.1978672985782
"160","2000-2059","Spirit Air Lines","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",58886,17.9804580152672
"161","2000-2059","United Air Lines Inc.","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2268,15.4285714285714
"162","2000-2059","Delta Air Lines Inc.","Fort Myers, FL: Southwest Florida International",499,38.3846153846154
"163","2000-2059","Frontier Airlines Inc.","Fort Myers, FL: Southwest Florida International",4326,22.7684210526316
"164","2000-2059","JetBlue Airways","Fort Myers, FL: Southwest Florida International",11108,31.4674220963173
"165","2000-2059","Southwest Airlines Co.","Fort Myers, FL: Southwest Florida International",4967,14.9159159159159
"166","2000-2059","Spirit Air Lines","Fort Myers, FL: Southwest Florida International",6343,25.5766129032258
"167","2000-2059","United Air Lines Inc.","Fort Myers, FL: Southwest Florida International",482,8.76363636363636
"168","2000-2059","SkyWest Airlines Inc.","Fort Wayne, IN: Fort Wayne International",0,0
"169","2000-2059","SkyWest Airlines Inc.","Fresno, CA: Fresno Yosemite International",228,15.2
"170","2000-2059","ExpressJet Airlines Inc.","Grand Rapids, MI: Gerald R. Ford International",7567,28.7718631178707
"171","2000-2059","SkyWest Airlines Inc.","Grand Rapids, MI: Gerald R. Ford International",2112,17.6
"172","2000-2059","Southwest Airlines Co.","Grand Rapids, MI: Gerald R. Ford International",12,4
"173","2000-2059","Delta Air Lines Inc.","Greensboro/High Point, NC: Piedmont Triad International",19,1.46153846153846
"174","2000-2059","ExpressJet Airlines Inc.","Greensboro/High Point, NC: Piedmont Triad International",126,11.4545454545455
"175","2000-2059","ExpressJet Airlines Inc.","Greer, SC: Greenville-Spartanburg International",0,0
"176","2000-2059","Southwest Airlines Co.","Harlingen/San Benito, TX: Valley International",2616,13.4845360824742
"177","2000-2059","American Airlines Inc.","Hartford, CT: Bradley International",385,17.5
"178","2000-2059","Delta Air Lines Inc.","Hartford, CT: Bradley International",763,16.9555555555556
"179","2000-2059","ExpressJet Airlines Inc.","Hartford, CT: Bradley International",17,17
"180","2000-2059","JetBlue Airways","Hartford, CT: Bradley International",363,14.52
"181","2000-2059","Southwest Airlines Co.","Hartford, CT: Bradley International",499,19.1923076923077
"182","2000-2059","United Air Lines Inc.","Hartford, CT: Bradley International",29,9.66666666666667
"183","2000-2059","SkyWest Airlines Inc.","Hayden, CO: Yampa Valley",105,105
"184","2000-2059","Hawaiian Airlines Inc.","Hilo, HI: Hilo International",1568,3.00383141762452
"185","2000-2059","United Air Lines Inc.","Hilo, HI: Hilo International",999,17.8392857142857
"186","2000-2059","Alaska Airlines Inc.","Honolulu, HI: Honolulu International",306,1.62765957446809
"187","2000-2059","American Airlines Inc.","Honolulu, HI: Honolulu International",6277,24.51953125
"188","2000-2059","Delta Air Lines Inc.","Honolulu, HI: Honolulu International",4881,10.7748344370861
"189","2000-2059","Hawaiian Airlines Inc.","Honolulu, HI: Honolulu International",2209,2.1656862745098
"190","2000-2059","United Air Lines Inc.","Honolulu, HI: Honolulu International",5989,10.9488117001828
"191","2000-2059","American Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston",1986,15.0454545454545
"192","2000-2059","ExpressJet Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston",8113,9.32528735632184
"193","2000-2059","Frontier Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston",2187,21.2330097087379
"194","2000-2059","SkyWest Airlines Inc.","Houston, TX: George Bush Intercontinental/Houston",3284,12.029304029304
"195","2000-2059","Spirit Air Lines","Houston, TX: George Bush Intercontinental/Houston",6396,26.7615062761506
"196","2000-2059","United Air Lines Inc.","Houston, TX: George Bush Intercontinental/Houston",20895,14.7147887323944
"197","2000-2059","ExpressJet Airlines Inc.","Houston, TX: William P Hobby",3707,27.2573529411765
"198","2000-2059","Southwest Airlines Co.","Houston, TX: William P Hobby",55995,16.4401056958309
"199","2000-2059","ExpressJet Airlines Inc.","Huntsville, AL: Huntsville International-Carl T Jones Field",25,6.25
"200","2000-2059","American Airlines Inc.","Indianapolis, IN: Indianapolis International",578,14.45
"201","2000-2059","Delta Air Lines Inc.","Indianapolis, IN: Indianapolis International",1314,17.7567567567568
"202","2000-2059","ExpressJet Airlines Inc.","Indianapolis, IN: Indianapolis International",2561,24.8640776699029
"203","2000-2059","Frontier Airlines Inc.","Indianapolis, IN: Indianapolis International",654,19.2352941176471
"204","2000-2059","SkyWest Airlines Inc.","Indianapolis, IN: Indianapolis International",18,6
"205","2000-2059","Southwest Airlines Co.","Indianapolis, IN: Indianapolis International",9441,19.3463114754098
"206","2000-2059","Southwest Airlines Co.","Islip, NY: Long Island MacArthur",1877,32.9298245614035
"207","2000-2059","American Airlines Inc.","Jacksonville, FL: Jacksonville International",405,5.4
"208","2000-2059","Delta Air Lines Inc.","Jacksonville, FL: Jacksonville International",2029,20.9175257731959
"209","2000-2059","JetBlue Airways","Jacksonville, FL: Jacksonville International",4740,25.4838709677419
"210","2000-2059","Southwest Airlines Co.","Jacksonville, FL: Jacksonville International",3914,18.8173076923077
"211","2000-2059","Alaska Airlines Inc.","Juneau, AK: Juneau International",2916,5.95102040816327
"212","2000-2059","Alaska Airlines Inc.","Kahului, HI: Kahului Airport",496,7.75
"213","2000-2059","American Airlines Inc.","Kahului, HI: Kahului Airport",3158,22.3971631205674
"214","2000-2059","Delta Air Lines Inc.","Kahului, HI: Kahului Airport",153,4.37142857142857
"215","2000-2059","Hawaiian Airlines Inc.","Kahului, HI: Kahului Airport",2924,5.22142857142857
"216","2000-2059","United Air Lines Inc.","Kahului, HI: Kahului Airport",1323,5.4896265560166
"217","2000-2059","American Airlines Inc.","Kansas City, MO: Kansas City International",782,8.5
"218","2000-2059","Frontier Airlines Inc.","Kansas City, MO: Kansas City International",1807,24.7534246575342
"219","2000-2059","SkyWest Airlines Inc.","Kansas City, MO: Kansas City International",2367,16.1020408163265
"220","2000-2059","Southwest Airlines Co.","Kansas City, MO: Kansas City International",14961,15.3132036847492
"221","2000-2059","Spirit Air Lines","Kansas City, MO: Kansas City International",2613,21.9579831932773
"222","2000-2059","United Air Lines Inc.","Kansas City, MO: Kansas City International",344,18.1052631578947
"223","2000-2059","Alaska Airlines Inc.","Ketchikan, AK: Ketchikan International",1979,5.9969696969697
"224","2000-2059","Delta Air Lines Inc.","Kona, HI: Kona International Airport at Keahole",4717,28.077380952381
"225","2000-2059","Hawaiian Airlines Inc.","Kona, HI: Kona International Airport at Keahole",1618,4.18087855297158
"226","2000-2059","United Air Lines Inc.","Kona, HI: Kona International Airport at Keahole",1403,10.0935251798561
"227","2000-2059","Alaska Airlines Inc.","Kotzebue, AK: Ralph Wien Memorial",265,5.40816326530612
"228","2000-2059","ExpressJet Airlines Inc.","Lansing, MI: Capital Region International",8,4
"229","2000-2059","American Airlines Inc.","Las Vegas, NV: McCarran International",2670,16.280487804878
"230","2000-2059","Delta Air Lines Inc.","Las Vegas, NV: McCarran International",57,11.4
"231","2000-2059","Frontier Airlines Inc.","Las Vegas, NV: McCarran International",1462,28.1153846153846
"232","2000-2059","JetBlue Airways","Las Vegas, NV: McCarran International",4620,40.1739130434783
"233","2000-2059","SkyWest Airlines Inc.","Las Vegas, NV: McCarran International",438,11.8378378378378
"234","2000-2059","Southwest Airlines Co.","Las Vegas, NV: McCarran International",75752,18.0706106870229
