"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","1500-1559","SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",1565,17.9885057471264
"2","1500-1559","Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",1720,6.61538461538461
"3","1500-1559","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",11289,33.9009009009009
"4","1500-1559","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",1247,11.8761904761905
"5","1500-1559","Spirit Air Lines","Akron, OH: Akron-Canton Regional",73,4.86666666666667
"6","1500-1559","ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",142,10.9230769230769
"7","1500-1559","ExpressJet Airlines Inc.","Albany, NY: Albany International",571,16.3142857142857
"8","1500-1559","JetBlue Airways","Albany, NY: Albany International",2703,21.452380952381
"9","1500-1559","SkyWest Airlines Inc.","Albany, NY: Albany International",385,385
"10","1500-1559","Southwest Airlines Co.","Albany, NY: Albany International",4904,15.2298136645963
"11","1500-1559","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",506,13.3157894736842
"12","1500-1559","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",2738,13.69
"13","1500-1559","ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"14","1500-1559","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",6282,20.3300970873786
"15","1500-1559","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",10733,16.2621212121212
"16","1500-1559","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",468,46.8
"17","1500-1559","SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",29,4.83333333333333
"18","1500-1559","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",1426,11.5934959349593
"19","1500-1559","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2677,2.65312190287413
"20","1500-1559","Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1899,8.0126582278481
"21","1500-1559","United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",512,6.02352941176471
"22","1500-1559","SkyWest Airlines Inc.","Appleton, WI: Appleton International",283,6.73809523809524
"23","1500-1559","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",0,0
"24","1500-1559","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",8132,34.7521367521367
"25","1500-1559","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",4069,13.168284789644
"26","1500-1559","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",5031,13.3095238095238
"27","1500-1559","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",170607,9.96769104931059
"28","1500-1559","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",65168,15.1659297184082
"29","1500-1559","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",5496,16.9107692307692
"30","1500-1559","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",10890,18.3025210084034
"31","1500-1559","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",52304,14.1019142626045
"32","1500-1559","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",4888,15.0864197530864
"33","1500-1559","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",4432,15.4965034965035
"34","1500-1559","Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",2123,25.890243902439
"35","1500-1559","ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field",3327,14.7866666666667
"36","1500-1559","American Airlines Inc.","Austin, TX: Austin - Bergstrom International",4645,9.21626984126984
"37","1500-1559","Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International",396,6.09230769230769
