"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","0800-0859","SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",7,1.75
"2","0800-0859","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",20,4
"3","0800-0859","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",0,0
"4","0800-0859","American Airlines Inc.","Albany, NY: Albany International",1439,5.29044117647059
"5","0800-0859","Delta Air Lines Inc.","Albany, NY: Albany International",0,0
"6","0800-0859","ExpressJet Airlines Inc.","Albany, NY: Albany International",0,0
"7","0800-0859","Southwest Airlines Co.","Albany, NY: Albany International",601,3.55621301775148
"8","0800-0859","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",3161,9.5210843373494
"9","0800-0859","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",527,3.96240601503759
"10","0800-0859","ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1025,12.0588235294118
"11","0800-0859","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",453,20.5909090909091
"12","0800-0859","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",5075,5.79337899543379
"13","0800-0859","United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",3225,23.5401459854015
"14","0800-0859","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",852,5.39240506329114
"15","0800-0859","American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",799,7.1981981981982
"16","0800-0859","SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",410,4.01960784313725
"17","0800-0859","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",0,0
"18","0800-0859","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1496,2.55726495726496
"19","0800-0859","Delta Air Lines Inc.","Appleton, WI: Appleton International",836,14.9285714285714
"20","0800-0859","SkyWest Airlines Inc.","Appleton, WI: Appleton International",399,23.4705882352941
"21","0800-0859","Delta Air Lines Inc.","Asheville, NC: Asheville Regional",0,0
"22","0800-0859","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",5290,11.2793176972281
"23","0800-0859","Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",355,4.22619047619048
"24","0800-0859","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",8772,7.78349600709849
"25","0800-0859","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",80813,4.65084023941068
"26","0800-0859","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",26668,6.53627450980392
"27","0800-0859","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",3471,8.6775
"28","0800-0859","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",1412,19.3424657534247
"29","0800-0859","Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",20891,4.48400944408671
"30","0800-0859","Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",1657,6.96218487394958
"31","0800-0859","United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",986,3.10062893081761
"32","0800-0859","Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",910,6.59420289855072
"33","0800-0859","ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field",1753,24.6901408450704
"34","0800-0859","American Airlines Inc.","Austin, TX: Austin - Bergstrom International",6779,7.93793911007026
"35","0800-0859","Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International",8629,11.0204342273308
"36","0800-0859","SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International",1071,8.43307086614173
"37","0800-0859","Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International",3944,4.28230184581976
"38","0800-0859","United Air Lines Inc.","Austin, TX: Austin - Bergstrom International",3185,6.34462151394422
"39","0800-0859","Virgin America","Austin, TX: Austin - Bergstrom International",33,3.66666666666667
"40","0800-0859","Alaska Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",239,3.41428571428571
"41","0800-0859","American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3111,8.61772853185596
"42","0800-0859","Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5479,8.54758190327613
"43","0800-0859","JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",993,3.54642857142857
"44","0800-0859","SkyWest Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",442,18.4166666666667
"45","0800-0859","Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",30162,4.53359386742823
"46","0800-0859","Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",9615,16.3798977853492
"47","0800-0859","United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1287,4.61290322580645
"48","0800-0859","Delta Air Lines Inc.","Bangor, ME: Bangor International",177,11.0625
"49","0800-0859","ExpressJet Airlines Inc.","Bangor, ME: Bangor International",5,0.5
"50","0800-0859","Delta Air Lines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",0,0
"51","0800-0859","ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",16150,21.334214002642
"52","0800-0859","SkyWest Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",0,0
"53","0800-0859","ExpressJet Airlines Inc.","Beaumont/Port Arthur, TX: Jack Brooks Regional",0,0
"54","0800-0859","Alaska Airlines Inc.","Bellingham, WA: Bellingham International",121,15.125
"55","0800-0859","SkyWest Airlines Inc.","Bemidji, MN: Bemidji Regional",5,2.5
"56","0800-0859","Alaska Airlines Inc.","Bethel, AK: Bethel Airport",336,1.37704918032787
"57","0800-0859","SkyWest Airlines Inc.","Billings, MT: Billings Logan International",43,2.52941176470588
"58","0800-0859","SkyWest Airlines Inc.","Binghamton, NY: Greater Binghamton/Edwin A. Link Field",0,0
"59","0800-0859","Delta Air Lines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",2221,8.19557195571956
"60","0800-0859","ExpressJet Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",1346,16.0238095238095
"61","0800-0859","SkyWest Airlines Inc.","Birmingham, AL: Birmingham-Shuttlesworth International",2455,9.37022900763359
"62","0800-0859","Southwest Airlines Co.","Birmingham, AL: Birmingham-Shuttlesworth International",226,2.26
"63","0800-0859","SkyWest Airlines Inc.","Bismarck/Mandan, ND: Bismarck Municipal",1339,15.5697674418605
"64","0800-0859","ExpressJet Airlines Inc.","Bloomington/Normal, IL: Central Illinois Regional",0,0
"65","0800-0859","SkyWest Airlines Inc.","Bloomington/Normal, IL: Central Illinois Regional",0,0
"66","0800-0859","Delta Air Lines Inc.","Boise, ID: Boise Air Terminal",0,0
"67","0800-0859","SkyWest Airlines Inc.","Boise, ID: Boise Air Terminal",12089,9.42244738893219
"68","0800-0859","Southwest Airlines Co.","Boise, ID: Boise Air Terminal",1491,4.64485981308411
"69","0800-0859","American Airlines Inc.","Boston, MA: Logan International",5457,4.26661454261142
"70","0800-0859","Delta Air Lines Inc.","Boston, MA: Logan International",10516,11.0346274921301
"71","0800-0859","ExpressJet Airlines Inc.","Boston, MA: Logan International",1449,8.3757225433526
