"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1","1400-1459","Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",253,5.75
"2","1400-1459","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",278,6.95
"3","1400-1459","SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",276,14.5263157894737
"4","1400-1459","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",488,12.2
"5","1400-1459","Spirit Air Lines","Akron, OH: Akron-Canton Regional",234,33.4285714285714
"6","1400-1459","ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",0,0
"7","1400-1459","American Airlines Inc.","Albany, NY: Albany International",1884,5.47674418604651
"8","1400-1459","Delta Air Lines Inc.","Albany, NY: Albany International",178,5.23529411764706
"9","1400-1459","ExpressJet Airlines Inc.","Albany, NY: Albany International",57,11.4
"10","1400-1459","JetBlue Airways","Albany, NY: Albany International",1988,11.8333333333333
"11","1400-1459","SkyWest Airlines Inc.","Albany, NY: Albany International",1108,18.1639344262295
"12","1400-1459","Southwest Airlines Co.","Albany, NY: Albany International",2717,7.09399477806789
"13","1400-1459","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",5264,20.5625
"14","1400-1459","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",5,0.625
"15","1400-1459","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1899,20.4193548387097
"16","1400-1459","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",6607,21.4512987012987
"17","1400-1459","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",5775,12.3927038626609
"18","1400-1459","Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",0,0
"19","1400-1459","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",179,5.7741935483871
"20","1400-1459","SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",0,0
"21","1400-1459","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",995,4.87745098039216
"22","1400-1459","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",3951,4.14585519412382
"23","1400-1459","Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",646,6.59183673469388
"24","1400-1459","United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",14,0.736842105263158
"25","1400-1459","Delta Air Lines Inc.","Appleton, WI: Appleton International",0,0
"26","1400-1459","ExpressJet Airlines Inc.","Appleton, WI: Appleton International",0,0
"27","1400-1459","SkyWest Airlines Inc.","Appleton, WI: Appleton International",1232,8
"28","1400-1459","SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",5299,21.9875518672199
"29","1400-1459","Delta Air Lines Inc.","Asheville, NC: Asheville Regional",133,44.3333333333333
"30","1400-1459","ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",8670,24.3539325842697
"31","1400-1459","SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",321,6.97826086956522
"32","1400-1459","SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",4697,25.6666666666667
"33","1400-1459","American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",8062,11.7693430656934
"34","1400-1459","Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",99675,7.92077240940877
"35","1400-1459","ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",42427,13.6071199486851
"36","1400-1459","Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",1371,16.3214285714286
"37","1400-1459","SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",9652,16.527397260274
