"","TIME_BLOCK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1","1700-1759","ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",253,31.625
"2","1700-1759","Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",520,3.0952380952381
"3","1700-1759","ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",12283,29.4556354916067
"4","1700-1759","Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",1241,13.2021276595745
"5","1700-1759","ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",0,0
"6","1700-1759","American Airlines Inc.","Albany, NY: Albany International",400,3.1496062992126
"7","1700-1759","ExpressJet Airlines Inc.","Albany, NY: Albany International",108,9.81818181818182
"8","1700-1759","JetBlue Airways","Albany, NY: Albany International",1991,10.7043010752688
"9","1700-1759","Southwest Airlines Co.","Albany, NY: Albany International",2882,13.1
"10","1700-1759","American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",6114,21.9928057553957
"11","1700-1759","Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",37,18.5
"12","1700-1759","SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1067,18.0847457627119
"13","1700-1759","Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",9336,15.8237288135593
"14","1700-1759","ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",1602,24.6461538461538
"15","1700-1759","ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",448,56
"16","1700-1759","SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",44,7.33333333333333
"17","1700-1759","Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",0,0
"18","1700-1759","Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2806,5.39615384615385
"19","1700-1759","Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1718,11.2287581699346
