"","MONTH","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1",8,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",155,2.5
"2",8,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",256,9.84615384615385
"3",8,"Alaska Airlines Inc.","Adak Island, AK: Adak",138,17.25
"4",8,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",2227,15.4652777777778
"5",8,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",354,16.0909090909091
"6",8,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",1229,40.9666666666667
"7",8,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",1947,17.0789473684211
"8",8,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",3735,22.6363636363636
"9",8,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",346,20.3529411764706
"10",8,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",883,9.59782608695652
"11",8,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",921,10.5862068965517
"12",8,"American Airlines Inc.","Albany, NY: Albany International",579,6.73255813953488
"13",8,"Delta Air Lines Inc.","Albany, NY: Albany International",2394,20.1176470588235
"14",8,"ExpressJet Airlines Inc.","Albany, NY: Albany International",529,25.1904761904762
"15",8,"JetBlue Airways","Albany, NY: Albany International",1640,26.4516129032258
"16",8,"SkyWest Airlines Inc.","Albany, NY: Albany International",0,0
"17",8,"Southwest Airlines Co.","Albany, NY: Albany International",2384,6.91014492753623
"18",8,"United Air Lines Inc.","Albany, NY: Albany International",1846,16.3362831858407
"19",8,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",127,4.09677419354839
"20",8,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2431,16.8819444444444
"21",8,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1494,12.0483870967742
"22",8,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",0,0
"23",8,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",993,32.0322580645161
"24",8,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2376,11.5339805825243
"25",8,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",10509,10.4049504950495
"26",8,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",823,13.2741935483871
"27",8,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",5069,19.9566929133858
"28",8,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",527,17
"29",8,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",2841,21.6870229007634
"30",8,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",766,10.6388888888889
"31",8,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",1380,24.2105263157895
"32",8,"American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",39,4.875
"33",8,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",649,8.21518987341772
"34",8,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",296,8.96969696969697
"35",8,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",1020,7.03448275862069
"36",8,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",4673,3.46661721068249
"37",8,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",3764,50.8648648648649
"38",8,"Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",7262,21.1720116618076
"39",8,"JetBlue Airways","Anchorage, AK: Ted Stevens Anchorage International",601,6.90804597701149
"40",8,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1834,12.0657894736842
"41",8,"Delta Air Lines Inc.","Appleton, WI: Appleton International",390,6.09375
"42",8,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International",1309,13.4948453608247
"43",8,"SkyWest Airlines Inc.","Appleton, WI: Appleton International",634,7.28735632183908
"44",8,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",1946,17.2212389380531
"45",8,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional",887,16.4259259259259
"46",8,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",4154,23.7371428571429
"47",8,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",2187,23.5161290322581
"48",8,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",4948,12.37
"49",8,"Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",283,3.5375
"50",8,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",16165,15.365969581749
"51",8,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",345418,16.1886863195388
"52",8,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",89889,17.8847990449662
"53",8,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",9813,21.2402597402597
"54",8,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",12577,23.9561904761905
"55",8,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",42867,11.6963165075034
"56",8,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",10472,17.1672131147541
"57",8,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",8951,14.9932998324958
"58",8,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International",6871,20.3284023668639
"59",8,"Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",1921,24.0125
"60",8,"ExpressJet Airlines Inc.","Augusta, GA: Augusta Regional at Bush Field",3015,20.5102040816327
"61",8,"Alaska Airlines Inc.","Austin, TX: Austin - Bergstrom International",687,13.2115384615385
"62",8,"American Airlines Inc.","Austin, TX: Austin - Bergstrom International",14565,18.3669609079445
"63",8,"Delta Air Lines Inc.","Austin, TX: Austin - Bergstrom International",7647,17.4988558352403
"64",8,"ExpressJet Airlines Inc.","Austin, TX: Austin - Bergstrom International",206,20.6
"65",8,"Frontier Airlines Inc.","Austin, TX: Austin - Bergstrom International",2700,24.5454545454545
"66",8,"JetBlue Airways","Austin, TX: Austin - Bergstrom International",5630,28.2914572864322
"67",8,"SkyWest Airlines Inc.","Austin, TX: Austin - Bergstrom International",2720,11.2396694214876
"68",8,"Southwest Airlines Co.","Austin, TX: Austin - Bergstrom International",17543,10.1054147465438
"69",8,"United Air Lines Inc.","Austin, TX: Austin - Bergstrom International",3794,9.43781094527363
"70",8,"Virgin America","Austin, TX: Austin - Bergstrom International",673,11.6034482758621
"71",8,"SkyWest Airlines Inc.","Bakersfield, CA: Meadows Field",1574,6.78448275862069
"72",8,"Alaska Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",397,6.61666666666667
"73",8,"American Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",10313,21.0040733197556
"74",8,"Delta Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",15590,23.693009118541
"75",8,"ExpressJet Airlines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",248,22.5454545454545
"76",8,"JetBlue Airways","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3187,12.2107279693487
"77",8,"Southwest Airlines Co.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",63867,10.6711779448622
"78",8,"Spirit Air Lines","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",13429,27.5184426229508
"79",8,"United Air Lines Inc.","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3015,10.1515151515152
"80",8,"Delta Air Lines Inc.","Bangor, ME: Bangor International",1025,18.3035714285714
"81",8,"ExpressJet Airlines Inc.","Bangor, ME: Bangor International",1499,22.7121212121212
"82",8,"Alaska Airlines Inc.","Barrow, AK: Wiley Post/Will Rogers Memorial",270,3.41772151898734
"83",8,"Delta Air Lines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",1247,25.4489795918367
"84",8,"ExpressJet Airlines Inc.","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",10010,20.3869653767821
