"","MONTH","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1",9,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",279,4.72881355932203
"2",9,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",351,13.5
"3",9,"Alaska Airlines Inc.","Adak Island, AK: Adak",3,0.333333333333333
"4",9,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",962,11.0574712643678
"5",9,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",126,6
"6",9,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",1085,36.1666666666667
"7",9,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",465,4.26605504587156
"8",9,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",2252,17.59375
"9",9,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",1534,22.231884057971
"10",9,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",124,1.39325842696629
"11",9,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",885,10.5357142857143
"12",9,"American Airlines Inc.","Albany, NY: Albany International",1074,13.0975609756098
"13",9,"Delta Air Lines Inc.","Albany, NY: Albany International",136,0.964539007092199
"14",9,"ExpressJet Airlines Inc.","Albany, NY: Albany International",85,3.54166666666667
"15",9,"JetBlue Airways","Albany, NY: Albany International",1023,17.05
"16",9,"SkyWest Airlines Inc.","Albany, NY: Albany International",82,4.1
"17",9,"Southwest Airlines Co.","Albany, NY: Albany International",1707,5.18844984802432
"18",9,"United Air Lines Inc.","Albany, NY: Albany International",941,11.202380952381
"19",9,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",108,3.6
"20",9,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",877,6.00684931506849
"21",9,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",311,2.17482517482518
"22",9,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",7,0.318181818181818
"23",9,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",291,11.64
"24",9,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1169,6.42307692307692
"25",9,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",7632,7.95
"26",9,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1597,15.3557692307692
"27",9,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",2921,12.2217573221757
"28",9,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",153,4.78125
"29",9,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",1372,10.162962962963
"30",9,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",629,12.0961538461538
"31",9,"American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",137,4.56666666666667
"32",9,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",76,0.904761904761905
"33",9,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",4,1
"34",9,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",789,5.67625899280576
"35",9,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2493,2.33208606173994
"36",9,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1623,54.1
"37",9,"Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",861,4.43814432989691
"38",9,"JetBlue Airways","Anchorage, AK: Ted Stevens Anchorage International",415,14.8214285714286
