"","MONTH","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1",5,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",22,0.354838709677419
"2",5,"Alaska Airlines Inc.","Adak Island, AK: Adak",2,0.222222222222222
"3",5,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",918,7.91379310344828
"4",5,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",99,4.30434782608696
"5",5,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",505,16.2903225806452
"6",5,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",606,5.09243697478992
"7",5,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",3650,18.6224489795918
"8",5,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",0,0
"9",5,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",1588,19.1325301204819
"10",5,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",1479,17.1976744186047
"11",5,"American Airlines Inc.","Albany, NY: Albany International",697,7.8314606741573
"12",5,"Delta Air Lines Inc.","Albany, NY: Albany International",803,6.80508474576271
"13",5,"ExpressJet Airlines Inc.","Albany, NY: Albany International",886,8.51923076923077
"14",5,"JetBlue Airways","Albany, NY: Albany International",877,14.1451612903226
"15",5,"SkyWest Airlines Inc.","Albany, NY: Albany International",797,13.5084745762712
"16",5,"Southwest Airlines Co.","Albany, NY: Albany International",2023,5.13451776649746
"17",5,"United Air Lines Inc.","Albany, NY: Albany International",489,8.57894736842105
"18",5,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",50,1.61290322580645
"19",5,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1786,11.8278145695364
"20",5,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",629,5.07258064516129
"21",5,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",302,7.74358974358974
"22",5,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",210,7
"23",5,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1852,7.94849785407725
"24",5,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",9828,9.72106824925816
"25",5,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1253,21.9824561403509
"26",5,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",2083,8.93991416309013
"27",5,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",15,0.483870967741935
"28",5,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",763,6.25409836065574
"29",5,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",569,8.12857142857143
"30",5,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",762,14.377358490566
"31",5,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",1421,21.8615384615385
"32",5,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",178,3.63265306122449
"33",5,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",1071,7.76086956521739
"34",5,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",3326,3.03467153284672
"35",5,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",682,22
"36",5,"Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2849,13.9656862745098
"37",5,"JetBlue Airways","Anchorage, AK: Ted Stevens Anchorage International",351,5.31818181818182
"38",5,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",334,5.47540983606557
"39",5,"Delta Air Lines Inc.","Appleton, WI: Appleton International",339,3.76666666666667
"40",5,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International",835,8.97849462365591
"41",5,"SkyWest Airlines Inc.","Appleton, WI: Appleton International",416,4.95238095238095
"42",5,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",2697,22.2892561983471
"43",5,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional",279,3.03260869565217
"44",5,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",919,8.83653846153846
"45",5,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",1000,14.7058823529412
"46",5,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",1488,12.5042016806723
"47",5,"Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",280,4.51612903225806
"48",5,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",15579,14.4517625231911
"49",5,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",144021,6.67536500579374
"50",5,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",47416,9.91137123745819
"51",5,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",3471,8.07209302325581
"52",5,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",6267,10.2737704918033
"53",5,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",39733,11.0769445218846
"54",5,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",9557,15.5146103896104
"55",5,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",5361,9.83669724770642
"56",5,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International",4741,14.1522388059701
