"","MONTH","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1",1,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",834,13.4516129032258
"2",1,"Alaska Airlines Inc.","Adak Island, AK: Adak",102,11.3333333333333
"3",1,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",1025,8.6864406779661
"4",1,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",374,22
"5",1,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",973,34.75
"6",1,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",2186,19.3451327433628
"7",1,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",2604,17.36
"8",1,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",6,3
"9",1,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",2321,10.6958525345622
"10",1,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",719,9.10126582278481
"11",1,"American Airlines Inc.","Albany, NY: Albany International",936,12.3157894736842
"12",1,"Delta Air Lines Inc.","Albany, NY: Albany International",1310,14.7191011235955
"13",1,"ExpressJet Airlines Inc.","Albany, NY: Albany International",812,13.0967741935484
"14",1,"JetBlue Airways","Albany, NY: Albany International",1077,17.3709677419355
"15",1,"SkyWest Airlines Inc.","Albany, NY: Albany International",557,19.2068965517241
"16",1,"Southwest Airlines Co.","Albany, NY: Albany International",1674,4.5989010989011
"17",1,"United Air Lines Inc.","Albany, NY: Albany International",460,8.84615384615385
"18",1,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",88,2.83870967741935
"19",1,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",2084,14.1768707482993
"20",1,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",585,6.96428571428571
"21",1,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",154,4.96774193548387
"22",1,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",382,20.1052631578947
"23",1,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1605,10.4220779220779
"24",1,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",7288,7.89599133261105
"25",1,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",986,22.9302325581395
"26",1,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",2035,9.87864077669903
"27",1,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",415,15.9615384615385
"28",1,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",1803,12.3493150684932
