"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1",5,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",438,4.05555555555556
"2",5,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",228,10.8571428571429
"3",5,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",2145,12.4709302325581
"4",5,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",410,21.5789473684211
"5",5,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",1095,21.4705882352941
"6",5,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",1394,6.9009900990099
"7",5,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",3802,12.9761092150171
"8",5,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",397,7.21818181818182
"9",5,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",2662,12.3240740740741
"10",5,"Spirit Air Lines","Akron, OH: Akron-Canton Regional",65,2.70833333333333
"11",5,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",1705,11.3666666666667
"12",5,"American Airlines Inc.","Albany, NY: Albany International",342,2.26490066225166
"13",5,"Delta Air Lines Inc.","Albany, NY: Albany International",2862,13.9609756097561
"14",5,"ExpressJet Airlines Inc.","Albany, NY: Albany International",1121,15.5694444444444
"15",5,"JetBlue Airways","Albany, NY: Albany International",1218,11.8252427184466
"16",5,"SkyWest Airlines Inc.","Albany, NY: Albany International",1156,16.7536231884058
"17",5,"Southwest Airlines Co.","Albany, NY: Albany International",3559,5.63132911392405
"18",5,"United Air Lines Inc.","Albany, NY: Albany International",1725,15
"19",5,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",423,8.13461538461539
"20",5,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",4265,17.3373983739837
"21",5,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1866,9.14705882352941
"22",5,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",331,6.89583333333333
"23",5,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",833,17
"24",5,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",5403,16.9373040752351
"25",5,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",23070,13.2738780207135
"26",5,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1890,14.8818897637795
"27",5,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",5803,13.5901639344262
"28",5,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",244,5.08333333333333
"29",5,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",3106,12.3253968253968
"30",5,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",113,1.765625
"31",5,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",1705,16.8811881188119
"32",5,"American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",258,16.125
"33",5,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",1064,7.71014492753623
"34",5,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",250,6.41025641025641
"35",5,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",1813,7.22310756972112
"36",5,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",6399,3.33454924439812
"37",5,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1397,23.2833333333333
"38",5,"Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1750,5.25525525525526
"39",5,"JetBlue Airways","Anchorage, AK: Ted Stevens Anchorage International",401,8.18367346938776
"40",5,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1880,14.9206349206349
"41",5,"Delta Air Lines Inc.","Appleton, WI: Appleton International",1077,11.21875
"42",5,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International",2163,10.5
"43",5,"SkyWest Airlines Inc.","Appleton, WI: Appleton International",4112,20.256157635468
"44",5,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",4967,26.1421052631579
"45",5,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional",744,6.4695652173913
"46",5,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",7114,28.2301587301587
"47",5,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",1134,9.52941176470588
"48",5,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",11333,18.5786885245902
"49",5,"Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",525,4.52586206896552
"50",5,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",16960,9.67484312606959
"51",5,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",327567,8.95383227640499
"52",5,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",139585,16.1743916570104
"53",5,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",7880,14.2753623188406
"54",5,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",17570,17.8375634517766
"55",5,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",81942,13.1233183856502
"56",5,"Spirit Air Lines","Atlanta, GA: Hartsfield-Jackson Atlanta International",17335,17.0788177339901
"57",5,"United Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",15872,18.477299185099
"58",5,"Spirit Air Lines","Atlantic City, NJ: Atlantic City International",7016,13.6764132553606
"59",5,"Delta Air Lines Inc.","Augusta, GA: Augusta Regional at Bush Field",843,6.63779527559055
