"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_deptimeblk_mean$MEAN"
"1",4,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",431,4.18446601941748
"2",4,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",280,13.3333333333333
"3",4,"Alaska Airlines Inc.","Adak Island, AK: Adak",406,7.96078431372549
"4",4,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",1374,7.89655172413793
"5",4,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",419,13.9666666666667
"6",4,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",1036,19.5471698113208
"7",4,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",1718,8.29951690821256
"8",4,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",4430,14.1987179487179
"9",4,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",408,8.5
"10",4,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",3128,14.6168224299065
"11",4,"Spirit Air Lines","Akron, OH: Akron-Canton Regional",161,7
"12",4,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",1981,12.6987179487179
"13",4,"American Airlines Inc.","Albany, NY: Albany International",1180,7.61290322580645
"14",4,"Delta Air Lines Inc.","Albany, NY: Albany International",1162,5.4811320754717
"15",4,"ExpressJet Airlines Inc.","Albany, NY: Albany International",1705,23.0405405405405
"16",4,"JetBlue Airways","Albany, NY: Albany International",1652,15.7333333333333
"17",4,"SkyWest Airlines Inc.","Albany, NY: Albany International",495,6.97183098591549
"18",4,"Southwest Airlines Co.","Albany, NY: Albany International",4654,7.1820987654321
"19",4,"United Air Lines Inc.","Albany, NY: Albany International",1484,12.904347826087
"20",4,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",332,6.26415094339623
"21",4,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",3263,12.9484126984127
"22",4,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1305,6.27403846153846
"23",4,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",850,18.8888888888889
"24",4,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",1104,21.2307692307692
"25",4,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",3480,10.8411214953271
"26",4,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",21368,12.0654997176736
"27",4,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1758,12.9264705882353
"28",4,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",4970,11.09375
"29",4,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",190,3.72549019607843
"30",4,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",3775,14.5752895752896
"31",4,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",46,0.686567164179104
"32",4,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",1549,15.3366336633663
"33",4,"American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",37,2.17647058823529
"34",4,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",1244,8.46258503401361
"35",4,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",247,6.5
"36",4,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",2284,8.65151515151515
"37",4,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",6305,3.17792338709677
"38",4,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2387,37.8888888888889
"39",4,"Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",2633,8.35873015873016
"40",4,"JetBlue Airways","Anchorage, AK: Ted Stevens Anchorage International",642,11.8888888888889
"41",4,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1663,12.5037593984962
"42",4,"Delta Air Lines Inc.","Appleton, WI: Appleton International",615,6.08910891089109
"43",4,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International",1982,9.30516431924883
"44",4,"SkyWest Airlines Inc.","Appleton, WI: Appleton International",1805,8.47417840375587
"45",4,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",3110,15.9487179487179
"46",4,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional",805,6.70833333333333
"47",4,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",4515,17.1673003802281
"48",4,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",1605,12.84
"49",4,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",9614,15.7865353037767
"50",4,"Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",438,3.71186440677966
"51",4,"American Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",19513,10.8646993318486
"52",4,"Delta Air Lines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",295592,7.8631623749734
"53",4,"ExpressJet Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",118043,13.3141213625085
"54",4,"Frontier Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",6916,12.0909090909091
"55",4,"SkyWest Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",18436,18.4175824175824
"56",4,"Southwest Airlines Co.","Atlanta, GA: Hartsfield-Jackson Atlanta International",83227,13.0184576880964
