"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1",6,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",817,7.93203883495146
"2",6,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",334,111.333333333333
"3",6,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",2191,12.52
"4",6,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",609,22.5555555555556
"5",6,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",1779,35.58
"6",6,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",1600,10.6666666666667
"7",6,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",1839,9.33502538071066
"8",6,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",487,18.037037037037
"9",6,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",2858,12.3722943722944
"10",6,"Spirit Air Lines","Akron, OH: Akron-Canton Regional",376,17.0909090909091
"11",6,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",1592,15.6078431372549
"12",6,"American Airlines Inc.","Albany, NY: Albany International",334,3.59139784946237
"13",6,"Delta Air Lines Inc.","Albany, NY: Albany International",1118,6.94409937888199
"14",6,"ExpressJet Airlines Inc.","Albany, NY: Albany International",556,7.61643835616438
"15",6,"JetBlue Airways","Albany, NY: Albany International",1930,18.5576923076923
"16",6,"SkyWest Airlines Inc.","Albany, NY: Albany International",373,5.828125
"17",6,"Southwest Airlines Co.","Albany, NY: Albany International",4990,7.58358662613982
"18",6,"United Air Lines Inc.","Albany, NY: Albany International",349,5.05797101449275
"19",6,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",254,4.88461538461539
"20",6,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",1479,7.54591836734694
"21",6,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",2542,13.3789473684211
"22",6,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",152,3.10204081632653
"23",6,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",313,7.825
"24",6,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",3208,10.4495114006515
"25",6,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",10767,8.83264971287941
"26",6,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1114,10.2201834862385
"27",6,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",3332,10.7138263665595
"28",6,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",75,1.53061224489796
"29",6,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",1262,9.21167883211679
"30",6,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",311,7.58536585365854
"31",6,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",649,11.8
"32",6,"American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",203,11.9411764705882
