"","DAY_OF_WEEK","NAME_AIRLINE","NAME_AIRPORT","COUNT","data_arrtimeblk_mean$MEAN"
"1",1,"SkyWest Airlines Inc.","Aberdeen, SD: Aberdeen Regional",1283,12.1037735849057
"2",1,"ExpressJet Airlines Inc.","Abilene, TX: Abilene Regional",308,15.4
"3",1,"JetBlue Airways","Aguadilla, PR: Rafael Hernandez",1534,8.71590909090909
"4",1,"Spirit Air Lines","Aguadilla, PR: Rafael Hernandez",453,8.88235294117647
"5",1,"United Air Lines Inc.","Aguadilla, PR: Rafael Hernandez",1478,28.9803921568627
"6",1,"Delta Air Lines Inc.","Akron, OH: Akron-Canton Regional",1446,7.12315270935961
"7",1,"ExpressJet Airlines Inc.","Akron, OH: Akron-Canton Regional",4838,15.8622950819672
"8",1,"SkyWest Airlines Inc.","Akron, OH: Akron-Canton Regional",1400,28.5714285714286
"9",1,"Southwest Airlines Co.","Akron, OH: Akron-Canton Regional",1872,8.74766355140187
"10",1,"Spirit Air Lines","Akron, OH: Akron-Canton Regional",210,10
"11",1,"ExpressJet Airlines Inc.","Albany, GA: Southwest Georgia Regional",1426,9.57046979865772
"12",1,"American Airlines Inc.","Albany, NY: Albany International",1077,7.27702702702703
"13",1,"Delta Air Lines Inc.","Albany, NY: Albany International",2628,12.7572815533981
"14",1,"ExpressJet Airlines Inc.","Albany, NY: Albany International",1972,28.5797101449275
"15",1,"JetBlue Airways","Albany, NY: Albany International",1862,17.9038461538462
"16",1,"SkyWest Airlines Inc.","Albany, NY: Albany International",1270,16.9333333333333
"17",1,"Southwest Airlines Co.","Albany, NY: Albany International",4130,6.58692185007974
"18",1,"United Air Lines Inc.","Albany, NY: Albany International",887,7.78070175438596
"19",1,"Alaska Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",198,3.88235294117647
"20",1,"American Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",4246,17.0522088353414
"21",1,"Delta Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1602,7.73913043478261
"22",1,"ExpressJet Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",241,5.12765957446809
"23",1,"JetBlue Airways","Albuquerque, NM: Albuquerque International Sunport",833,16.0192307692308
"24",1,"SkyWest Airlines Inc.","Albuquerque, NM: Albuquerque International Sunport",3305,10.3605015673981
"25",1,"Southwest Airlines Co.","Albuquerque, NM: Albuquerque International Sunport",18859,10.9454439930354
"26",1,"United Air Lines Inc.","Albuquerque, NM: Albuquerque International Sunport",1082,8.1969696969697
"27",1,"ExpressJet Airlines Inc.","Alexandria, LA: Alexandria International",6986,16.246511627907
"28",1,"Delta Air Lines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",911,18.5918367346939
"29",1,"ExpressJet Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",4793,18.72265625
"30",1,"SkyWest Airlines Inc.","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",1695,26.9047619047619
"31",1,"SkyWest Airlines Inc.","Alpena, MI: Alpena County Regional",1622,16.0594059405941
"32",1,"American Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",129,8.0625
"33",1,"ExpressJet Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",1027,7.7218045112782
"34",1,"SkyWest Airlines Inc.","Amarillo, TX: Rick Husband Amarillo International",278,8.17647058823529
"35",1,"Southwest Airlines Co.","Amarillo, TX: Rick Husband Amarillo International",2607,10.18359375
"36",1,"Alaska Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",8244,4.30496083550914
"37",1,"American Airlines Inc.","Anchorage, AK: Ted Stevens Anchorage International",548,8.98360655737705
"38",1,"Delta Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",4162,12.5740181268882
"39",1,"JetBlue Airways","Anchorage, AK: Ted Stevens Anchorage International",374,7.05660377358491
"40",1,"United Air Lines Inc.","Anchorage, AK: Ted Stevens Anchorage International",1357,10.5193798449612
"41",1,"Delta Air Lines Inc.","Appleton, WI: Appleton International",1204,11.2523364485981
"42",1,"ExpressJet Airlines Inc.","Appleton, WI: Appleton International",2000,9.21658986175115
"43",1,"SkyWest Airlines Inc.","Appleton, WI: Appleton International",1904,9.61616161616162
"44",1,"SkyWest Airlines Inc.","Arcata/Eureka, CA: Arcata",3012,15.8526315789474
"45",1,"Delta Air Lines Inc.","Asheville, NC: Asheville Regional",845,7.04166666666667
"46",1,"ExpressJet Airlines Inc.","Asheville, NC: Asheville Regional",4565,18.7090163934426
"47",1,"SkyWest Airlines Inc.","Asheville, NC: Asheville Regional",927,8.66355140186916
"48",1,"SkyWest Airlines Inc.","Aspen, CO: Aspen Pitkin County Sardy Field",8166,13.497520661157
"49",1,"Alaska Airlines Inc.","Atlanta, GA: Hartsfield-Jackson Atlanta International",1101,9.49137931034483
